,Title,desc,product_type,Image Src,found
663,Georgette Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_663.jpg,y
665,Georgette Green Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_665.jpg,y
667,Georgette Pink  Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_667.jpg,y
669,Georgette Peach  Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_669.jpg,y
671,Georgette Blue  Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_671.jpg,y
673,Georgette Pink Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_673.jpg,y
675,Pure Organza Embroidery Fabric,,Embroidered Organza,./images/askdevi_675.jpg,y
677,Pure Organza Embroidery Fabric,,Embroidered Organza,./images/askdevi_677.jpg,y
679,Modal Satin  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_679.jpg,y
681,Chanderi  Print Fabric,<p>Chanderi Print Fabric</p>,Chanderi Printed,./images/askdevi_681.jpg,y
683,Chanderi  Print Fabric,<p>Chanderi Print Fabric</p>,Chanderi Printed,./images/askdevi_683.jpg,y
685,Chanderi  Print Fabric,<p>Chanderi Print Fabric</p>,Chanderi Printed,./images/askdevi_685.jpg,y
687,Chanderi  Print Fabric,<p>Chanderi Print Fabric</p>,Chanderi Printed,./images/askdevi_687.jpg,y
689,Modal Ajrakh Print,,Modal Ajrakh,./images/askdevi_689.jpg,y
691,Silk  Organza Embroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_691.jpg,y
693,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_693.jpg,y
695,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_695.jpg,y
697,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_697.jpg,y
699,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_699.jpg,y
701,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_701.jpg,y
703,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_703.jpg,y
705,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_705.jpg,y
707,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_707.jpg,y
709,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_709.jpg,y
711,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_711.jpg,y
713,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_713.jpg,y
715,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_715.jpg,y
717,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_717.jpg,y
719,Ajrakh Modal Printed,,Ajrakh Printed,./images/askdevi_719.jpg,y
721,Georgette Abla Pastel Green Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_721.jpg,y
723,Georgette Abla  Yellow Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_723.jpg,y
725,Georgette Pastel Pink Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_725.jpg,y
727,Georgette Pastel Green Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_727.jpg,y
729,Georgette Abla  Baby Pink Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_729.jpg,y
731,Georgette Abla  Pastel Green Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_731.jpg,y
733,Georgette Lucknawi Maroon  Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_733.jpg,y
735,Georgette Lucknawi Cream  Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_735.jpg,y
737,Organza Purple Printed Fabric,,Organza Printed,./images/askdevi_737.jpg,y
739,Organza Leheriya Orange Printed Fabric,,Organza Printed,./images/askdevi_739.jpg,y
741,Organza Red Printed Fabric,,Organza Printed,./images/askdevi_741.jpg,y
743,Georgette Off White Embroidery Fabric,,Embroidered Georgette,./images/askdevi_743.jpg,y
745,Nokia Silk Off White Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_745.jpg,y
747,Nokia Silk Off White Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_747.jpg,y
749,Chanderi Embroidery Fabric,,Embroidered Chanderi,./images/askdevi_749.jpg,y
751,Nokia Silk  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_751.jpg,y
753,Chanderi  Digital Pastel Green  Print Fabric,,Chanderi Printed,./images/askdevi_753.jpg,y
755,Chanderi  Digital Light Grey  Print Fabric,,Chanderi Printed,./images/askdevi_755.jpg,y
757,Pure Organza White Embroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_757.jpg,y
759,Benarsi Pink Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_759.jpg,y
761,Benarsi Yellow Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_761.jpg,y
763,Raw Silk Zari Butti Fabric,"<p>Artificial raw silk or art raw silk is any synthetic fiber which resembles raw silk, but typically costs less to produce. Frequently, ""artificial raw silk"" is just a synonym for rayon. When made out of bamboo viscose. Our collection on Art Raw Silk comes in a base of different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Raw Silk,./images/askdevi_763.jpg,y
765,Chinia Zari Butti Fabric,,Embroidered Raw Silk,./images/askdevi_765.jpg,y
767,Raw Silk Zari Buti Green Embroidery Fabric,"<p>Artificial raw silk or art raw silk is any synthetic fiber which resembles raw silk, but typically costs less to produce. Frequently, ""artificial raw silk"" is just a synonym for rayon. When made out of bamboo viscose. Our collection on Art Raw Silk comes in a base of different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Raw Silk,./images/askdevi_767.jpg,y
769,Chinia Zari Buti Yellow Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_769.jpg,y
771,Chinia Silk Badhni Mustard Yellow Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_771.jpg,y
773,Raw Silk Royal Blue Embroidery Fabric,"<p>Artificial raw silk or art raw silk is any synthetic fiber which resembles raw silk, but typically costs less to produce. Frequently, ""artificial raw silk"" is just a synonym for rayon. When made out of bamboo viscose. Our collection on Art Raw Silk comes in a base of different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Raw Silk,./images/askdevi_773.jpg,y
775,Munga Silk  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_775.jpg,y
777,Munga Silk  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_777.jpg,y
779,Linen  Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_779.jpg,y
781,Linen  Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_781.jpg,y
783,Cotton  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_783.jpg,y
785,Cotton Flex Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_785.jpg,y
787,Modal Satin  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_787.jpg,y
789,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_789.jpg,y
791,Modal Satin  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_791.jpg,y
793,Modal Satin  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_793.jpg,y
795,Modal Satin  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_795.jpg,y
797,Modal Satin  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_797.jpg,y
799,Cotton Printed Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_799.jpg,y
801,Modal Satin  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_801.jpg,y
803,Satin Linen Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_803.jpg,y
805,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_805.jpg,y
807,Cotton Printed   Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_807.jpg,y
809,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_809.jpg,y
811,Cotton Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_811.jpg,y
813,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_813.jpg,y
815,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_815.jpg,y
817,Cotton Printed  Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_817.jpg,y
819,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_819.jpg,y
821,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_821.jpg,y
823,Linen Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_823.jpg,y
825,Cotton Stripe Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_825.jpg,y
827,Cotton Polka Dots  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_827.jpg,y
829,Banarasi Brocade Fabric,<p>Banarasi Brocade Fabric</p>,Brocade,./images/askdevi_829.jpg,y
831,Benarsi Brocade Fabric.,<p>Brocade Fabric</p>,Brocade,./images/askdevi_831.jpg,y
833,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_833.jpg,y
835,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_835.jpg,y
837,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_837.jpg,y
839,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_839.jpg,y
841,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_841.jpg,y
843,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_843.jpg,y
845,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_845.jpg,y
847,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_847.jpg,y
849,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_849.jpg,y
851,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_851.jpg,y
853,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_853.jpg,y
855,Benarsi Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_855.jpg,y
857,Pure Linen Abla Fabric,<p><br><span></span></p>,Embroidered Linen,./images/askdevi_857.jpg,y
859,Pure Linen Abla Fabric,<p><br><span></span></p>,Embroidered Linen,./images/askdevi_859.jpg,y
861,Pure Linen Abla Fabric,<p><br><span></span></p>,Embroidered Linen,./images/askdevi_861.jpg,y
863,Pure Linen Abla Fabric,<p><br><span></span></p>,Embroidered Linen,./images/askdevi_863.jpg,y
865,Pure Linen Abla Fabric,<p><br><span></span></p>,Embroidered Linen,./images/askdevi_865.jpg,y
867,Pure Organza Embroidery Fabric,,Embroidered Organza,./images/askdevi_867.jpg,y
869,Pure Organza Embroidery Fabric,,Embroidered Organza,./images/askdevi_869.jpg,y
871,Pure Organza Embroidery Fabric,,Embroidered Organza,./images/askdevi_871.jpg,y
873,Pure Organza Embroidery Fabric,,Embroidered Organza,./images/askdevi_873.jpg,y
875,Embroidered Cotton  Fabric,<p>Cotton Cut Work  Fabric</p>,Embroidered Cotton,./images/askdevi_875.jpg,y
877,Embroidered Cotton  Fabric,<p>Cotton Embroidered  Fabric</p>,Embroidered Cotton,./images/askdevi_877.jpg,y
879,Embroidered Cotton  Fabric.,<p>Cotton Embroidered  Fabric</p>,Embroidered Cotton,./images/askdevi_879.jpg,y
881,Cotton Embroidered Fabric,<p>Cotton Embroidered Fabric</p>,Embroidered Cotton,./images/askdevi_881.jpg,y
883,Cotton Satin  Printed Fabric.,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_883.jpg,y
885,Cotton Satin  Printed Fabric.,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_885.jpg,y
887,Cotton Satin  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_887.jpg,y
889,Cotton Satin  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_889.jpg,y
891,Cotton Satin  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_891.jpg,y
893,Cotton Satin  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_893.jpg,y
895,Cotton Satin  Printed Fabric.,<p>Cotton Satin Printed Fabric.</p>,Cotton Satin Printed,./images/askdevi_895.jpg,y
897,Cotton Satin  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_897.jpg,y
899,Cotton Satin  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_899.jpg,y
901,Cotton Satin  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_901.jpg,y
903,Georgette  Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_903.jpg,y
905,Slub Silk Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_905.jpg,y
907,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_907.jpg,y
909,Oraganic Cotton Print Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_909.jpg,y
911,Cotton Checks Fabric.,<p> Cotton Fabric.</p>,Cotton Printed,./images/askdevi_911.jpg,y
913,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_913.jpg,y
915,Cotton Zari Border Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_915.jpg,y
917,Cotton Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_917.jpg,y
919,Cotton  Ekkat Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_919.jpg,y
921,Cotton Ekkat Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_921.jpg,y
923,Net Jaal Embroidery Fabric,<p>Glitter Net Embroidery Fabric</p>,Embroidered Glitter,./images/askdevi_923.jpg,y
925,Net Jaal Embroidery Fabric.,<p>Glitter Net Embroidery Fabric</p>,Embroidered Glitter,./images/askdevi_925.jpg,y
927,Rayon  Printed  Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_927.jpg,y
929,Rayon Printed Fabric.,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_929.jpg,y
931,Rayon Printed  Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_931.jpg,y
933,Rayon Printed Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_933.jpg,y
935,Rayon Printed Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_935.jpg,y
937,Rayon  Printed  Fabric.,<p>Rayon Printed Fabric.</p>,Rayon Printed,./images/askdevi_937.jpg,y
939,Modal Satin Pink Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_939.jpg,y
941,Modal Satin Grey Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_941.jpg,y
943,Modal Satin Sea Green Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_943.jpg,y
945,Modal Satin Pastel Blue Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_945.jpg,y
947,Modal Satin Grey Printed Fabric.,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_947.jpg,y
949,Modal Satin Light Yellow Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_949.jpg,y
951,Modal Satin Off White Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_951.jpg,y
953,Cotton Off White Grey Fabric,<p>Cotton   Fabric</p>,Embroidered Cotton,./images/askdevi_953.jpg,y
955,Chinnon Chiffon Embroidery Fabric,<p><br></p>,Embroidered Chinon Chiffon,./images/askdevi_955.jpg,y
957,Raw Silk Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_957.jpg,y
959,Cotton Silk Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_959.jpg,y
961,Cotton Emb  Fabric,<p>Cotton   Fabric</p>,Embroidered Cotton,./images/askdevi_961.jpg,y
963,Chanderi  Print Fabric,<p>Chanderi Print Fabric</p>,Chanderi Printed,./images/askdevi_963.jpg,y
965,Chinnon Chiffon Embroidery Fabric,,Embroidered Chinon Chiffon,./images/askdevi_965.jpg,y
967,Chanderi Embroidery Fabric,,Embroidered Chanderi,./images/askdevi_967.jpg,y
969,Slub Silk  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_969.jpg,y
971,Slub Silk  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_971.jpg,y
973,Soft Silk  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_973.jpg,y
975,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_975.jpg,y
977,Cotton Printed  Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_977.jpg,y
979,Cotton  Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_979.jpg,y
981,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_981.jpg,y
983,Cotton Printed  Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_983.jpg,y
985,Cotton Printed  Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_985.jpg,y
987,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_987.jpg,y
989,Cotton Printed Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_989.jpg,y
991,Georgette  White Embroidery Fabric,<p>Georgette Embroidery Fabric.</p>,Embroidered Georgette,./images/askdevi_991.jpg,y
993,Silk Light Pink Printed Fabric,<p>Silk Light Pink Printed Fabric</p>,Silk Printed,./images/askdevi_993.jpg,y
995,Cotton Off White Embroidered Fabric.,<p> Cotton Embroidered Fabric.</p>,Embroidered Cotton,./images/askdevi_995.jpg,y
997,Cotton Blue Printed  Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_997.jpg,y
999,Cotton Navy Blue Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_999.jpg,y
1001,Satin Mango Yellow Printed Fabric.,<p>Cotton Satin Printed Fabric.</p>,Cotton Satin Printed,./images/askdevi_1001.jpg,y
1003,Cotton Satin off white Printed Fabric,<p>Cotton Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_1003.jpg,y
1005,Cotton Satin Blue Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_1005.jpg,y
1007,Cotton Satin Blue Printed Fabric.,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_1007.jpg,y
1009,Linen Beige Printed Fabric.,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_1009.jpg,y
1011,Cotton Satin Cream Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_1011.jpg,y
1013,Cotton Linen Blue Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_1013.jpg,y
1015,Silk  Printed Fabric.,,Silk Printed,./images/askdevi_1015.jpg,y
1017,Silk Blue Printed Fabric,,Silk Printed,./images/askdevi_1017.jpg,y
1019,Linen  Peach  Printed Fabric.,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_1019.jpg,y
1021,Linen  Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_1021.jpg,y
1023,Linen  Printed Fabric.,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_1023.jpg,y
1025,Chanderi Embroidery Fabric,,Embroidered Chanderi,./images/askdevi_1025.jpg,y
1027,Chanderi Embroidery Fabric,,Embroidered Chanderi,./images/askdevi_1027.jpg,y
1029,Organza Embroidery Fabric,<p><br></p>,Embroidered Organza,./images/askdevi_1029.jpg,y
1031,Chanderi Block  Print Fabric,<p>Chanderi Print Fabric</p>,Chanderi Printed,./images/askdevi_1031.jpg,y
1033,Chanderi  Block Print Fabric,,Chanderi Printed,./images/askdevi_1033.jpg,y
1035,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_1035.jpg,y
1037,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_1037.jpg,y
1039,Cotton Printed  Fabric.,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_1039.jpg,y
1040,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_1040.jpg,y
1042,Georgette  Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_1042.jpg,y
1044,Georgette Sequence Stripe Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_1044.jpg,y
1046,laknavi Georgette Fabric.,<p>Georgette  Fabric</p>,Embroidered Georgette,./images/askdevi_1046.jpg,y
1048,Georgette Fabric,<p>Georgette Embroidery Fabric</p>,Embroidered Georgette,./images/askdevi_1048.jpg,y
1050,Linen Embroidery Fabric,,Embroidered Linen,./images/askdevi_1050.jpg,y
1052,Chinnon Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1052.jpg,y
1054,Chinnon Digital Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1054.jpg,y
1056,Chinnon Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1056.jpg,y
1058,Chinnon Digital Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1058.jpg,y
1060,Chinnon Digital Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1060.jpg,y
1062,Chinnon Digital Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1062.jpg,y
1064,Chinnon Digital Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1064.jpg,y
1066,Chinnon Digital Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1066.jpg,y
1068,Chinnon Digital Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1068.jpg,y
1070,Chinnon Digital Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_1070.jpg,y
1072,Cotton Embroidered Fabric.,<p> Cotton Embroidered Fabric.</p>,Embroidered Cotton,./images/askdevi_1072.jpg,y
1074,Rayon off White Printed Cotton Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_1074.jpg,y
1076,Rayon Blue Printed Cotton Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_1076.jpg,y
1078,Rayon Mehendi Green Printed Cotton Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_1078.jpg,y
1080,Rayon Maroon Off White Printed Cotton Fabric,<p>Rayon Printed Fabric.</p>,Rayon Printed,./images/askdevi_1080.jpg,y
1082,Rayon White With Blue Printed Cotton Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_1082.jpg,y
1084,Rayon  Off White With Blue Printed Cotton Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_1084.jpg,y
1086,Rayon Black Printed Cotton Fabric.,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_1086.jpg,y
1088,Rayon Blue Printed Cotton Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_1088.jpg,y
1090,Rayon Dark Gold Printed Cotton Fabric,<p>Rayon Printed Fabric</p>,Rayon Printed,./images/askdevi_1090.jpg,y
1092,Slub Silk  Navy Blue Embroidery Fabric,<p><br></p>,Embroidered Raw Silk,./images/askdevi_1092.jpg,y
1094,Slub Silk Pastel Purple Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_1094.jpg,y
1096,Slub Silk Buti  Maroon Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_1096.jpg,y
1098,Copy of Slub Silk Pastel Green Abla Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_1098.jpg,y
