Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
georgette-pastel-pink-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.26_5.jpg?v=1637319604,2,,,,,,,,,,,,,,,,,,,,,,
georgette-pastel-green-embroidery-fabric,Georgette Pastel Green Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Saroj Fabrics,,Embroidered Georgette,"44 Inch, Embroidered, Embroidered Georgette, FABRICS, Georgette, Georgette Lucknowi, New, New Jan 2021, Pastel Green, Pastel Pink, ready, Yellow",TRUE,Title,Default Title,,,,,V121108,60,shopify,10,deny,manual,937.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.26_6.jpg?v=1637319892,1,,FALSE,Buy Georgette Luckhnowi Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-pastel-green-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.26_7.jpg?v=1637319906,2,,,,,,,,,,,,,,,,,,,,,,
georgette-abla-baby-pink-embroidery-fabric,Georgette Abla  Baby Pink Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Saroj Fabrics,,Embroidered Georgette,"44 Inch, Baby  Pink, Embroidered, Embroidered Georgette, FABRICS, Georgette, Georgette Lucknowi, New, New Jan 2021, Pastel Green, Pastel Pink, ready, Yellow",TRUE,Title,Default Title,,,,,GK338799,60,shopify,10,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.26_8.jpg?v=1637320153,1,,FALSE,Buy Georgette Luckhnowi Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-abla-baby-pink-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.26_9.jpg?v=1637320167,2,,,,,,,,,,,,,,,,,,,,,,
georgette-abla-pastel-green-embroidery-fabric,Georgette Abla  Pastel Green Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Saroj Fabrics,,Embroidered Georgette,"44 Inch, Baby  Pink, Embroidered, Embroidered Georgette, FABRICS, Georgette, Georgette Lucknowi, New, New Jan 2021, Pastel Green, Pastel Pink, ready, Yellow",TRUE,Title,Default Title,,,,,GK338799,60,shopify,10,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.26_10.jpg?v=1637320449,1,,FALSE,Buy Georgette Luckhnowi Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-abla-pastel-green-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.26_11.jpg?v=1637320463,2,,,,,,,,,,,,,,,,,,,,,,
georgette-lucknawi-maroon-embroidery-fabric,Georgette Lucknawi Maroon  Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Saroj Fabrics,,Embroidered Georgette,"44 Inch, Embroidered, Embroidered Georgette, FABRICS, Georgette, Georgette Lucknowi, New, New Jan 2021, ready",TRUE,Title,Default Title,,,,,V000272,60,shopify,0,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49.jpg?v=1637327088,1,,FALSE,Buy Georgette Luckhnowi Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-lucknawi-maroon-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_1.jpg?v=1637327103,2,,,,,,,,,,,,,,,,,,,,,,
georgette-lucknawi-cream-embroidery-fabric,Georgette Lucknawi Cream  Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Saroj Fabrics,,Embroidered Georgette,"44 Inch, Cream, Embroidered, Embroidered Georgette, FABRICS, Georgette, Georgette Lucknowi, New, New Jan 2021, ready",TRUE,Title,Default Title,,,,,V000272,60,shopify,11,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_2.jpg?v=1637327706,1,,FALSE,Buy Georgette Luckhnowi Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-lucknawi-cream-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_3.jpg?v=1637327732,2,,,,,,,,,,,,,,,,,,,,,,
organza-purple-printed-fabric,Organza Purple Printed Fabric,,Saroj Fabrics,,Organza Printed,"Bandhan, FABRICS, New, New Jan 2021, Normal, Organza, Organza Printed, Purple, ready",TRUE,Title,Default Title,,,,,V114189,0,shopify,16,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_4.jpg?v=1637328076,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,active
organza-purple-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_5.jpg?v=1637328089,2,,,,,,,,,,,,,,,,,,,,,,
organza-leheriya-orange-printed-fabric,Organza Leheriya Orange Printed Fabric,,Saroj Fabrics,,Organza Printed,"Bandhan, FABRICS, New, New Jan 2021, Normal, Organza, Organza Printed, Purple, ready",TRUE,Title,Default Title,,,,,V112837,0,shopify,16,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_6.jpg?v=1637328294,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,active
organza-leheriya-orange-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_7.jpg?v=1637328307,2,,,,,,,,,,,,,,,,,,,,,,
organza-red-printed-fabric,Organza Red Printed Fabric,,Saroj Fabrics,,Organza Printed,"Bandhan, FABRICS, New, New Jan 2021, Normal, Organza, Organza Printed, ready, Red",TRUE,Title,Default Title,,,,,V119377,0,shopify,16,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_16.jpg?v=1637334669,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,active
organza-red-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.46.49_17.jpg?v=1637334686,2,,,,,,,,,,,,,,,,,,,,,,
georgette-off-white-embroidery-fabric,Georgette Off White Embroidery Fabric,,Saroj Fabrics,,Embroidered Georgette,"44 Inch, Embroidered, Embroidered Georgette, FABRICS, Georgette, New July, New September, ready",TRUE,Title,Default Title,,,,,V121003,60,shopify,16,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.28.jpg?v=1637393425,1,,FALSE,Buy Georgette Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-off-white-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.28_1.jpg?v=1637393441,2,,,,,,,,,,,,,,,,,,,,,,
nokia-silk-off-white-embroidery-fabric,Nokia Silk Off White Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,V120973,60,shopify,16,deny,manual,737.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.28_2.jpg?v=1637393826,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
nokia-silk-off-white-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.28_3.jpg?v=1637393841,2,,,,,,,,,,,,,,,,,,,,,,
nokia-silk-off-white-embroidery-fabric-1,Nokia Silk Off White Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,V121436,60,shopify,14,deny,manual,837.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.28_8.jpg?v=1637394881,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
nokia-silk-off-white-embroidery-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.28_9.jpg?v=1637394900,2,,,,,,,,,,,,,,,,,,,,,,
chanderi-embroidery-fabric-2,Chanderi Embroidery Fabric,,Saroj Fabrics,,Embroidered Chanderi,"44 Inch, Butti, Chanderi, Embroidered, Embroidered Chanderi, FABRICS, New July, Normal, ready",TRUE,Title,Default Title,,,,,V121271,60,shopify,13,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.29_4.jpg?v=1637412970,1,,FALSE,Buy Banarasi Chanderi Buti Embroidery Fabric Online,"Banarasi Chanderi Buti Embroidery Fabric. A beautiful blend of Cotton, Silk thread and zari results to Chanderi fabric. Chanderi fabric comes from a small town, Chanderi town in Madhya Pradesh. The fabric is a result of traditional methods of hand weaving that have been developed over the centuries and passed down through generations. Create your own designs by selecting our Chanderi embroideries in different shades of pastels and earthy colours, with a work of different embroidered coloured threads, patterns and designs.",,,,,,,,,,,,,,,g,,,active
chanderi-embroidery-fabric-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.29_5.jpg?v=1637413008,2,,,,,,,,,,,,,,,,,,,,,,
nokia-silk-embroidery-fabric,Nokia Silk  Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,V121360,60,shopify,16,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.29_6.jpg?v=1637413466,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
nokia-silk-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-11-19at11.47.29_7.jpg?v=1637413482,2,,,,,,,,,,,,,,,,,,,,,,
chanderi-digital-print-fabric,Chanderi  Digital Pastel Green  Print Fabric,,Saroj Fabrics,,Chanderi Printed,"44 Inch, Chanderi, Chanderi Printed, FABRICS, Normal, pastel green, Printed, ready",TRUE,Title,Default Title,,,,,GK339316,35,shopify,10,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.18.jpg?v=1638367427,1,,FALSE,Buy Beige Chanderi With Blue Elephant And Leaf Print Fabric Online,,,,,,,,,,,,,,,,g,,,active
chanderi-digital-print-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.14.jpg?v=1638367445,2,,,,,,,,,,,,,,,,,,,,,,
chanderi-digital-light-grey-print-fabric,Chanderi  Digital Light Grey  Print Fabric,,Saroj Fabrics,,Chanderi Printed,"44 Inch, Chanderi, Chanderi Printed, FABRICS, Light Grey, Normal, Printed, ready",TRUE,Title,Default Title,,,,,,35,shopify,10,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.23.jpg?v=1638368118,1,,FALSE,Buy Beige Chanderi With Blue Elephant And Leaf Print Fabric Online,,,,,,,,,,,,,,,,g,,,active
chanderi-digital-light-grey-print-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.18_1.jpg?v=1638368132,2,,,,,,,,,,,,,,,,,,,,,,
pure-organza-white-embroidery-fabric,Pure Organza White Embroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Saroj Fabrics,,Embroidered Organza,"44 Inch, Embroidered, Embroidered Organza, FABRICS, Lucknowi Embroidery, New, New Jan 2021, Normal, Organza, ready, white",TRUE,Title,Default Title,,,,,GK339412,60,shopify,16,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.23_1.jpg?v=1638369071,1,,FALSE,Buy Organza Embroidery Fabric Online,"Taupe Organza With Lucknowi Embroidery Fabric. Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric, however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel, similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins, silk and viscose thread work, and zari.",,,,,,,,,,,,,,,g,,,active
pure-organza-white-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.23_2.jpg?v=1638369092,2,,,,,,,,,,,,,,,,,,,,,,
benarsi-pink-brocade-fabric,Benarsi Pink Brocade Fabric,<p>Brocade Fabric</p>,Saroj Fabrics,,Brocade,"44 Inch, Brocade, FABRICS, New Jan 2021, Normal, pink, ready",TRUE,Title,Default Title,,,,,GK339530,35,shopify,8,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.23_3.jpg?v=1638452916,1,,FALSE,Buy Benarsi Brocade Fabric Online,,,,,,,,,,,,,,,,g,,,active
benarsi-pink-brocade-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.23_4.jpg?v=1638452932,2,,,,,,,,,,,,,,,,,,,,,,
benarsi-yellow-brocade-fabric,Benarsi Yellow Brocade Fabric,<p>Brocade Fabric</p>,Saroj Fabrics,,Brocade,"44 Inch, Brocade, FABRICS, New Jan 2021, Normal, pink, ready, yellow",TRUE,Title,Default Title,,,,,GK339530,35,shopify,12,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25.jpg?v=1638453255,1,,FALSE,Buy Benarsi Brocade Fabric Online,,,,,,,,,,,,,,,,g,,,active
benarsi-yellow-brocade-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_1.jpg?v=1638453270,2,,,,,,,,,,,,,,,,,,,,,,
raw-silk-zari-butti-fabric,Raw Silk Zari Butti Fabric,"<p>Artificial raw silk or art raw silk is any synthetic fiber which resembles raw silk, but typically costs less to produce. Frequently, ""artificial raw silk"" is just a synonym for rayon. When made out of bamboo viscose. Our collection on Art Raw Silk comes in a base of different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, pink, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK339087,60,shopify,16,deny,manual,1137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_2.jpg?v=1638453623,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
raw-silk-zari-butti-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_3.jpg?v=1638453647,2,,,,,,,,,,,,,,,,,,,,,,
chinia-zari-butti-fabric,Chinia Zari Butti Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, pink, Raw Silk, ready, turqouise blue",TRUE,Title,Default Title,,,,,GK338863,60,shopify,16,deny,manual,837.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_4.jpg?v=1638453969,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
chinia-zari-butti-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_5.jpg?v=1638453986,2,,,,,,,,,,,,,,,,,,,,,,
raw-silk-zari-buti-green-embroidery-fabric,Raw Silk Zari Buti Green Embroidery Fabric,"<p>Artificial raw silk or art raw silk is any synthetic fiber which resembles raw silk, but typically costs less to produce. Frequently, ""artificial raw silk"" is just a synonym for rayon. When made out of bamboo viscose. Our collection on Art Raw Silk comes in a base of different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, green, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK339089,60,shopify,16,deny,manual,1137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_6.jpg?v=1638519272,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
raw-silk-zari-buti-green-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_7.jpg?v=1638519287,2,,,,,,,,,,,,,,,,,,,,,,
chinia-zari-buti-yellow-embroidery-fabric,Chinia Zari Buti Yellow Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready, yellow",TRUE,Title,Default Title,,,,,GK338893,60,shopify,16,deny,manual,837.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_8.jpg?v=1638519580,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
chinia-zari-buti-yellow-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_9.jpg?v=1638519595,2,,,,,,,,,,,,,,,,,,,,,,
chinia-silk-badhni-mustard-yellow-embroidery-fabric,Chinia Silk Badhni Mustard Yellow Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, Mustard Yellow, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK339082,60,shopify,16,deny,manual,837.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_10.jpg?v=1638519939,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
chinia-silk-badhni-mustard-yellow-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.16.25_11.jpg?v=1638519956,2,,,,,,,,,,,,,,,,,,,,,,
raw-silk-royal-blue-embroidery-fabric,Raw Silk Royal Blue Embroidery Fabric,"<p>Artificial raw silk or art raw silk is any synthetic fiber which resembles raw silk, but typically costs less to produce. Frequently, ""artificial raw silk"" is just a synonym for rayon. When made out of bamboo viscose. Our collection on Art Raw Silk comes in a base of different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready, royal blue",TRUE,Title,Default Title,,,,,GK339090,60,shopify,16,deny,manual,1137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.17.11.jpg?v=1638520251,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
raw-silk-royal-blue-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-01at11.17.11_1.jpg?v=1638520275,2,,,,,,,,,,,,,,,,,,,,,,
munga-silk-embroidery-fabric,Munga Silk  Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, Grey, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,V112262,60,shopify,14,deny,manual,737.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.18.jpg?v=1634306995,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
munga-silk-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.18_1.jpg?v=1634307010,2,,,,,,,,,,,,,,,,,,,,,,
munga-silk-embroidery-fabric-1,Munga Silk  Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, Grey, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,V117299,60,shopify,16,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.18_2.jpg?v=1634307302,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
munga-silk-embroidery-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.18_3.jpg?v=1634307317,2,,,,,,,,,,,,,,,,,,,,,,
linen-printed-fabric-17,Linen  Printed Fabric,<p>Linen Printed Fabric</p>,Saroj Fabrics,,Linen Printed,"44 Inch, Blue, FABRICS, Linen Printed, New, New Jan 2021, New July, Normal, ready",TRUE,Title,Default Title,,,,,GK338634,40,shopify,11,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-25at15.28.11_8.jpg?v=1635330492,1,,FALSE,Buy Linen Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
linen-printed-fabric-17,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-25at15.28.11_9.jpg?v=1635330508,2,,,,,,,,,,,,,,,,,,,,,,
linen-printed-fabric-19,Linen  Printed Fabric,<p>Linen Printed Fabric</p>,Saroj Fabrics,,Linen Printed,"44 Inch, Blue, FABRICS, Linen Printed, New, New Jan 2021, New July, Normal, ready",TRUE,Title,Default Title,,,,,GK338634,40,shopify,8,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-25at15.28.11_12.jpg?v=1635330954,1,,FALSE,Buy Linen Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
linen-printed-fabric-19,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-25at15.28.11_14.jpg?v=1635330967,2,,,,,,,,,,,,,,,,,,,,,,
cotton-fabric-10,Cotton  Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,GK336338,40,shopify,16,deny,manual,137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-25at15.28.11_17.jpg?v=1635331474,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-fabric-10,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-25at15.28.11_18.jpg?v=1635331489,2,,,,,,,,,,,,,,,,,,,,,,
cotton-flex-printed-fabric,Cotton Flex Printed  Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,GK336338,40,shopify,16,deny,manual,137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-25at15.29.16_2.jpg?v=1635332186,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-flex-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-25at15.29.16_3.jpg?v=1635332200,2,,,,,,,,,,,,,,,,,,,,,,
